product_id,title,category,price,rating,num_reviews,availability,seller,date_listed,description,specs,is_popular
PID000020,PixelCam Model682 - 4K Capture,smartphones,337.33,3.55,6,out_of_stock,Deals4U,2025-02-24,PixelCam Model682 - 4K Capture - High quality smartphones with features and warranty.,"{""weight_g"": 1957, ""color"": ""white""}",0
PID000021,PixelCam Model327 - 4K Capture,monitors,111.27,3.46,7,in_stock,Deals4U,2025-06-16,PixelCam Model327 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 939, ""color"": ""blue""}",0
PID000022,PixelCam Model351 - 4K Capture,cameras,223.62,4.65,38,out_of_stock,Deals4U,2025-05-26,PixelCam Model351 - 4K Capture - High quality cameras with features and warranty.,"{""weight_g"": 810, ""color"": ""silver""}",0
PID000023,PixelCam Model444 - 4K Capture,cameras,341.84,4.42,32,in_stock,ElectroHub,2025-02-17,PixelCam Model444 - 4K Capture - High quality cameras with features and warranty.,"{""weight_g"": 929, ""color"": ""silver""}",0
PID000024,PixelCam Model537 - 4K Capture,headphones,589.17,2.67,9,in_stock,BestStore,2025-03-17,PixelCam Model537 - 4K Capture - High quality headphones with features and warranty.,"{""weight_g"": 977, ""color"": ""silver""}",0
PID000025,PixelCam Model858 - 4K Capture,monitors,419.84,4.22,27,in_stock,ElectroHub,2025-10-20,PixelCam Model858 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 1046, ""color"": ""silver""}",0
PID000026,SoundX Model260 - Noise Cancelling,monitors,207.39,4.23,16,in_stock,BestStore,2025-01-10,SoundX Model260 - Noise Cancelling - High quality monitors with features and warranty.,"{""weight_g"": 308, ""color"": ""silver""}",0
PID000027,ProBook Model506 - Ultra Performance,cameras,458.92,3.25,7,in_stock,ElectroHub,2025-08-22,ProBook Model506 - Ultra Performance - High quality cameras with features and warranty.,"{""weight_g"": 1705, ""color"": ""black""}",0
PID000028,SoundX Model176 - Noise Cancelling,cameras,465.58,4.7,5,out_of_stock,Deals4U,2024-12-17,SoundX Model176 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 975, ""color"": ""black""}",0
PID000029,SmartEdge Model615 - 5G Ready,laptops,879.55,4.53,77,in_stock,BestStore,2025-02-07,SmartEdge Model615 - 5G Ready - High quality laptops with features and warranty.,"{""weight_g"": 1319, ""color"": ""white""}",1
PID000030,ProBook Model388 - Ultra Performance,smartphones,308.82,4.24,23,in_stock,PrimeSeller,2024-12-08,ProBook Model388 - Ultra Performance - High quality smartphones with features and warranty.,"{""weight_g"": 1567, ""color"": ""black""}",0
PID000031,SoundX Model165 - Noise Cancelling,headphones,303.76,4.69,46,in_stock,GadgetWorld,2025-04-08,SoundX Model165 - Noise Cancelling - High quality headphones with features and warranty.,"{""weight_g"": 1178, ""color"": ""white""}",0
PID000032,ViewPlus Model862 - Wide Screen,monitors,573.65,3.76,5,in_stock,BestStore,2025-03-31,ViewPlus Model862 - Wide Screen - High quality monitors with features and warranty.,"{""weight_g"": 691, ""color"": ""silver""}",0
PID000033,SmartEdge Model332 - 5G Ready,monitors,324.14,3.21,121,in_stock,PrimeSeller,2025-05-29,SmartEdge Model332 - 5G Ready - High quality monitors with features and warranty.,"{""weight_g"": 1109, ""color"": ""white""}",0
PID000034,ViewPlus Model900 - Wide Screen,monitors,370.07,3.16,28,in_stock,PrimeSeller,2025-03-23,ViewPlus Model900 - Wide Screen - High quality monitors with features and warranty.,"{""weight_g"": 1756, ""color"": ""black""}",0
PID000035,ProBook Model290 - Ultra Performance,cameras,297.31,4.18,7,in_stock,PrimeSeller,2025-09-29,ProBook Model290 - Ultra Performance - High quality cameras with features and warranty.,"{""weight_g"": 1116, ""color"": ""blue""}",0
PID000036,SoundX Model632 - Noise Cancelling,headphones,329.05,4.8,30,in_stock,BestStore,2025-08-24,SoundX Model632 - Noise Cancelling - High quality headphones with features and warranty.,"{""weight_g"": 264, ""color"": ""blue""}",0
PID000037,ViewPlus Model607 - Wide Screen,monitors,48.64,3.68,1,in_stock,BestStore,2025-09-13,ViewPlus Model607 - Wide Screen - High quality monitors with features and warranty.,"{""weight_g"": 484, ""color"": ""silver""}",0
PID000038,SoundX Model798 - Noise Cancelling,smartphones,390.9,3.75,34,in_stock,Deals4U,2025-04-16,SoundX Model798 - Noise Cancelling - High quality smartphones with features and warranty.,"{""weight_g"": 1796, ""color"": ""blue""}",0
PID000039,SoundX Model984 - Noise Cancelling,smartphones,509.12,3.35,4,in_stock,PrimeSeller,2024-12-30,SoundX Model984 - Noise Cancelling - High quality smartphones with features and warranty.,"{""weight_g"": 1983, ""color"": ""blue""}",0
PID000040,SoundX Model574 - Noise Cancelling,laptops,893.88,3.37,6,in_stock,ElectroHub,2025-09-01,SoundX Model574 - Noise Cancelling - High quality laptops with features and warranty.,"{""weight_g"": 2054, ""color"": ""black""}",0
PID000041,SmartEdge Model157 - 5G Ready,smartphones,273.77,4.76,100,in_stock,ElectroHub,2025-03-06,SmartEdge Model157 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 466, ""color"": ""white""}",1
PID000042,SmartEdge Model768 - 5G Ready,smartphones,245.9,3.61,142,in_stock,PrimeSeller,2025-05-31,SmartEdge Model768 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 1602, ""color"": ""white""}",0
PID000043,PixelCam Model538 - 4K Capture,cameras,339.09,4.46,18,in_stock,PrimeSeller,2025-02-26,PixelCam Model538 - 4K Capture - High quality cameras with features and warranty.,"{""weight_g"": 546, ""color"": ""black""}",0
PID000044,SmartEdge Model946 - 5G Ready,laptops,588.47,2.39,22,in_stock,BestStore,2025-04-21,SmartEdge Model946 - 5G Ready - High quality laptops with features and warranty.,"{""weight_g"": 2197, ""color"": ""white""}",0
PID000045,PixelCam Model593 - 4K Capture,monitors,341.45,4.76,22,in_stock,PrimeSeller,2025-10-09,PixelCam Model593 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 2431, ""color"": ""blue""}",0
PID000046,ViewPlus Model811 - Wide Screen,smartphones,300.76,4.83,28,in_stock,Deals4U,2025-08-31,ViewPlus Model811 - Wide Screen - High quality smartphones with features and warranty.,"{""weight_g"": 2192, ""color"": ""silver""}",0
PID000047,ViewPlus Model435 - Wide Screen,cameras,269.46,4.6,65,in_stock,ElectroHub,2025-05-29,ViewPlus Model435 - Wide Screen - High quality cameras with features and warranty.,"{""weight_g"": 207, ""color"": ""black""}",1
PID000048,PixelCam Model597 - 4K Capture,monitors,364.21,3.4,79,in_stock,Deals4U,2025-04-22,PixelCam Model597 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 818, ""color"": ""blue""}",0
PID000049,SmartEdge Model904 - 5G Ready,cameras,146.7,3.58,3,in_stock,ElectroHub,2025-08-15,SmartEdge Model904 - 5G Ready - High quality cameras with features and warranty.,"{""weight_g"": 149, ""color"": ""black""}",0
PID000050,ViewPlus Model438 - Wide Screen,headphones,422.8,3.26,21,in_stock,ElectroHub,2025-10-07,ViewPlus Model438 - Wide Screen - High quality headphones with features and warranty.,"{""weight_g"": 1950, ""color"": ""blue""}",0
PID000051,SmartEdge Model610 - 5G Ready,laptops,1029.46,4.87,20,out_of_stock,Deals4U,2025-10-20,SmartEdge Model610 - 5G Ready - High quality laptops with features and warranty.,"{""weight_g"": 1114, ""color"": ""black""}",0
PID000052,ViewPlus Model796 - Wide Screen,laptops,833.34,4.52,0,in_stock,ElectroHub,2024-12-29,ViewPlus Model796 - Wide Screen - High quality laptops with features and warranty.,"{""weight_g"": 1776, ""color"": ""silver""}",0
PID000053,ViewPlus Model962 - Wide Screen,monitors,339.96,4.21,72,in_stock,BestStore,2025-03-15,ViewPlus Model962 - Wide Screen - High quality monitors with features and warranty.,"{""weight_g"": 339, ""color"": ""black""}",1
PID000054,ViewPlus Model933 - Wide Screen,smartphones,90.2,4.74,15,in_stock,PrimeSeller,2025-04-14,ViewPlus Model933 - Wide Screen - High quality smartphones with features and warranty.,"{""weight_g"": 475, ""color"": ""white""}",0
PID000055,SoundX Model347 - Noise Cancelling,cameras,175.17,4.01,69,in_stock,Deals4U,2025-08-20,SoundX Model347 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 2190, ""color"": ""black""}",1
PID000056,SmartEdge Model127 - 5G Ready,headphones,342.48,4.68,73,in_stock,Deals4U,2025-06-29,SmartEdge Model127 - 5G Ready - High quality headphones with features and warranty.,"{""weight_g"": 234, ""color"": ""black""}",1
PID000057,SmartEdge Model778 - 5G Ready,monitors,405.49,4.35,28,in_stock,ElectroHub,2025-10-11,SmartEdge Model778 - 5G Ready - High quality monitors with features and warranty.,"{""weight_g"": 2329, ""color"": ""silver""}",0
PID000058,SmartEdge Model779 - 5G Ready,smartphones,419.73,4.77,87,in_stock,ElectroHub,2025-10-04,SmartEdge Model779 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 309, ""color"": ""blue""}",1
PID000059,SoundX Model637 - Noise Cancelling,cameras,135.88,4.54,46,in_stock,Deals4U,2025-02-11,SoundX Model637 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 389, ""color"": ""white""}",0
PID000060,ViewPlus Model236 - Wide Screen,smartphones,237.75,4.72,41,out_of_stock,Deals4U,2024-12-01,ViewPlus Model236 - Wide Screen - High quality smartphones with features and warranty.,"{""weight_g"": 2314, ""color"": ""white""}",0
PID000061,ProBook Model117 - Ultra Performance,smartphones,529.35,4.36,32,out_of_stock,BestStore,2024-12-23,ProBook Model117 - Ultra Performance - High quality smartphones with features and warranty.,"{""weight_g"": 2358, ""color"": ""silver""}",0
PID000062,SoundX Model977 - Noise Cancelling,laptops,606.45,4.18,9,in_stock,ElectroHub,2025-07-11,SoundX Model977 - Noise Cancelling - High quality laptops with features and warranty.,"{""weight_g"": 1094, ""color"": ""black""}",0
PID000063,SoundX Model226 - Noise Cancelling,smartphones,248.06,3.16,38,in_stock,GadgetWorld,2025-01-25,SoundX Model226 - Noise Cancelling - High quality smartphones with features and warranty.,"{""weight_g"": 578, ""color"": ""black""}",0
PID000064,ViewPlus Model740 - Wide Screen,cameras,232.79,2.25,27,in_stock,BestStore,2025-09-03,ViewPlus Model740 - Wide Screen - High quality cameras with features and warranty.,"{""weight_g"": 601, ""color"": ""silver""}",0
PID000065,PixelCam Model447 - 4K Capture,laptops,799.61,4.36,17,in_stock,Deals4U,2025-08-17,PixelCam Model447 - 4K Capture - High quality laptops with features and warranty.,"{""weight_g"": 847, ""color"": ""blue""}",0
PID000066,ProBook Model742 - Ultra Performance,cameras,461.94,3.06,38,in_stock,Deals4U,2025-02-28,ProBook Model742 - Ultra Performance - High quality cameras with features and warranty.,"{""weight_g"": 1952, ""color"": ""white""}",0
PID000067,ViewPlus Model606 - Wide Screen,headphones,222.12,4.37,54,in_stock,BestStore,2025-01-18,ViewPlus Model606 - Wide Screen - High quality headphones with features and warranty.,"{""weight_g"": 1280, ""color"": ""black""}",1
PID000068,ProBook Model558 - Ultra Performance,headphones,619.65,4.63,53,in_stock,PrimeSeller,2025-08-11,ProBook Model558 - Ultra Performance - High quality headphones with features and warranty.,"{""weight_g"": 1990, ""color"": ""black""}",1
PID000069,ViewPlus Model177 - Wide Screen,headphones,171.91,3.46,72,in_stock,GadgetWorld,2025-01-21,ViewPlus Model177 - Wide Screen - High quality headphones with features and warranty.,"{""weight_g"": 1441, ""color"": ""white""}",0
PID000070,SoundX Model457 - Noise Cancelling,laptops,1091.33,2.62,120,out_of_stock,PrimeSeller,2025-01-07,SoundX Model457 - Noise Cancelling - High quality laptops with features and warranty.,"{""weight_g"": 640, ""color"": ""silver""}",0
PID000071,SmartEdge Model800 - 5G Ready,laptops,721.45,4.85,22,in_stock,PrimeSeller,2025-07-07,SmartEdge Model800 - 5G Ready - High quality laptops with features and warranty.,"{""weight_g"": 225, ""color"": ""white""}",0
PID000072,PixelCam Model509 - 4K Capture,cameras,194.84,2.85,57,in_stock,ElectroHub,2025-01-31,PixelCam Model509 - 4K Capture - High quality cameras with features and warranty.,"{""weight_g"": 2260, ""color"": ""blue""}",0
PID000073,PixelCam Model909 - 4K Capture,smartphones,292.55,3.51,82,out_of_stock,Deals4U,2025-07-12,PixelCam Model909 - 4K Capture - High quality smartphones with features and warranty.,"{""weight_g"": 339, ""color"": ""silver""}",0
PID000074,SmartEdge Model317 - 5G Ready,monitors,512.54,4.59,16,in_stock,PrimeSeller,2025-06-06,SmartEdge Model317 - 5G Ready - High quality monitors with features and warranty.,"{""weight_g"": 2009, ""color"": ""white""}",0
PID000075,SoundX Model505 - Noise Cancelling,cameras,425.61,4.45,64,in_stock,BestStore,2025-09-10,SoundX Model505 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 2443, ""color"": ""silver""}",1
PID000076,SoundX Model510 - Noise Cancelling,smartphones,283.35,4.8,29,in_stock,PrimeSeller,2025-01-03,SoundX Model510 - Noise Cancelling - High quality smartphones with features and warranty.,"{""weight_g"": 725, ""color"": ""black""}",0
PID000077,ViewPlus Model280 - Wide Screen,monitors,361.11,3.24,66,in_stock,ElectroHub,2025-06-05,ViewPlus Model280 - Wide Screen - High quality monitors with features and warranty.,"{""weight_g"": 1246, ""color"": ""white""}",0
PID000078,PixelCam Model189 - 4K Capture,cameras,575.27,4.04,27,in_stock,GadgetWorld,2025-07-18,PixelCam Model189 - 4K Capture - High quality cameras with features and warranty.,"{""weight_g"": 791, ""color"": ""blue""}",0
PID000079,ViewPlus Model534 - Wide Screen,laptops,654.65,4.4,8,in_stock,BestStore,2025-10-11,ViewPlus Model534 - Wide Screen - High quality laptops with features and warranty.,"{""weight_g"": 1592, ""color"": ""white""}",0
PID000080,ProBook Model617 - Ultra Performance,cameras,213.74,2.47,32,out_of_stock,BestStore,2025-04-18,ProBook Model617 - Ultra Performance - High quality cameras with features and warranty.,"{""weight_g"": 1718, ""color"": ""white""}",0
PID000081,PixelCam Model518 - 4K Capture,cameras,216.62,2.78,8,in_stock,PrimeSeller,2025-07-13,PixelCam Model518 - 4K Capture - High quality cameras with features and warranty.,"{""weight_g"": 1843, ""color"": ""white""}",0
PID000082,ProBook Model992 - Ultra Performance,smartphones,268.27,4.15,120,in_stock,ElectroHub,2025-03-21,ProBook Model992 - Ultra Performance - High quality smartphones with features and warranty.,"{""weight_g"": 2127, ""color"": ""white""}",1
PID000083,SoundX Model900 - Noise Cancelling,cameras,366.12,2.81,24,in_stock,ElectroHub,2024-12-25,SoundX Model900 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 1429, ""color"": ""black""}",0
PID000084,ProBook Model166 - Ultra Performance,laptops,866.37,2.81,67,out_of_stock,GadgetWorld,2024-12-12,ProBook Model166 - Ultra Performance - High quality laptops with features and warranty.,"{""weight_g"": 283, ""color"": ""white""}",0
PID000085,ProBook Model190 - Ultra Performance,smartphones,197.19,3.97,39,in_stock,BestStore,2024-12-24,ProBook Model190 - Ultra Performance - High quality smartphones with features and warranty.,"{""weight_g"": 1411, ""color"": ""blue""}",0
PID000086,SmartEdge Model471 - 5G Ready,smartphones,585.96,2.85,26,in_stock,Deals4U,2025-08-01,SmartEdge Model471 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 684, ""color"": ""white""}",0
PID000087,SmartEdge Model352 - 5G Ready,cameras,372.88,4.65,79,in_stock,BestStore,2025-10-08,SmartEdge Model352 - 5G Ready - High quality cameras with features and warranty.,"{""weight_g"": 982, ""color"": ""white""}",1
PID000088,PixelCam Model781 - 4K Capture,headphones,230.35,3.98,28,in_stock,PrimeSeller,2025-09-30,PixelCam Model781 - 4K Capture - High quality headphones with features and warranty.,"{""weight_g"": 299, ""color"": ""blue""}",0
PID000089,ProBook Model125 - Ultra Performance,monitors,399.84,4.2,3,out_of_stock,GadgetWorld,2025-01-05,ProBook Model125 - Ultra Performance - High quality monitors with features and warranty.,"{""weight_g"": 378, ""color"": ""blue""}",0
PID000090,SoundX Model483 - Noise Cancelling,headphones,132.24,4.68,53,in_stock,ElectroHub,2025-09-01,SoundX Model483 - Noise Cancelling - High quality headphones with features and warranty.,"{""weight_g"": 1253, ""color"": ""silver""}",1
PID000091,ViewPlus Model288 - Wide Screen,smartphones,154.34,3.8,13,out_of_stock,ElectroHub,2025-06-26,ViewPlus Model288 - Wide Screen - High quality smartphones with features and warranty.,"{""weight_g"": 164, ""color"": ""silver""}",0
PID000092,SoundX Model396 - Noise Cancelling,headphones,453.84,3.01,81,out_of_stock,Deals4U,2025-10-30,SoundX Model396 - Noise Cancelling - High quality headphones with features and warranty.,"{""weight_g"": 223, ""color"": ""silver""}",0
PID000093,ViewPlus Model719 - Wide Screen,cameras,495.95,4.15,5,in_stock,Deals4U,2024-11-23,ViewPlus Model719 - Wide Screen - High quality cameras with features and warranty.,"{""weight_g"": 1083, ""color"": ""silver""}",0
PID000094,PixelCam Model318 - 4K Capture,laptops,910.56,4.61,65,in_stock,GadgetWorld,2025-10-31,PixelCam Model318 - 4K Capture - High quality laptops with features and warranty.,"{""weight_g"": 548, ""color"": ""black""}",1
PID000095,SmartEdge Model274 - 5G Ready,smartphones,333.28,4.87,60,in_stock,BestStore,2025-02-11,SmartEdge Model274 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 679, ""color"": ""white""}",1
PID000096,ViewPlus Model196 - Wide Screen,headphones,156.83,4.34,80,in_stock,PrimeSeller,2025-08-03,ViewPlus Model196 - Wide Screen - High quality headphones with features and warranty.,"{""weight_g"": 2001, ""color"": ""blue""}",1
PID000097,PixelCam Model449 - 4K Capture,smartphones,268.95,3.92,115,in_stock,PrimeSeller,2025-01-08,PixelCam Model449 - 4K Capture - High quality smartphones with features and warranty.,"{""weight_g"": 1498, ""color"": ""white""}",0
PID000098,ViewPlus Model371 - Wide Screen,monitors,430.05,3.0,47,in_stock,GadgetWorld,2024-12-15,ViewPlus Model371 - Wide Screen - High quality monitors with features and warranty.,"{""weight_g"": 332, ""color"": ""silver""}",0
PID000099,SmartEdge Model807 - 5G Ready,monitors,295.53,3.19,98,in_stock,ElectroHub,2024-11-28,SmartEdge Model807 - 5G Ready - High quality monitors with features and warranty.,"{""weight_g"": 622, ""color"": ""blue""}",0
PID000100,ProBook Model805 - Ultra Performance,headphones,297.74,2.8,72,in_stock,Deals4U,2025-10-27,ProBook Model805 - Ultra Performance - High quality headphones with features and warranty.,"{""weight_g"": 1713, ""color"": ""blue""}",0
PID000101,SmartEdge Model646 - 5G Ready,cameras,506.83,3.11,101,in_stock,PrimeSeller,2025-03-13,SmartEdge Model646 - 5G Ready - High quality cameras with features and warranty.,"{""weight_g"": 2167, ""color"": ""blue""}",0
PID000102,ProBook Model738 - Ultra Performance,laptops,837.12,3.28,23,in_stock,ElectroHub,2025-11-04,ProBook Model738 - Ultra Performance - High quality laptops with features and warranty.,"{""weight_g"": 1786, ""color"": ""white""}",0
PID000103,SoundX Model179 - Noise Cancelling,laptops,945.28,2.47,7,in_stock,PrimeSeller,2025-10-17,SoundX Model179 - Noise Cancelling - High quality laptops with features and warranty.,"{""weight_g"": 2491, ""color"": ""blue""}",0
PID000104,ProBook Model793 - Ultra Performance,monitors,510.09,3.94,14,in_stock,ElectroHub,2025-04-23,ProBook Model793 - Ultra Performance - High quality monitors with features and warranty.,"{""weight_g"": 2036, ""color"": ""white""}",0
PID000105,ViewPlus Model889 - Wide Screen,monitors,30.0,3.94,82,in_stock,BestStore,2024-12-10,ViewPlus Model889 - Wide Screen - High quality monitors with features and warranty.,"{""weight_g"": 156, ""color"": ""silver""}",0
PID000106,SmartEdge Model765 - 5G Ready,monitors,389.02,4.47,35,in_stock,ElectroHub,2025-01-07,SmartEdge Model765 - 5G Ready - High quality monitors with features and warranty.,"{""weight_g"": 1258, ""color"": ""silver""}",0
PID000107,PixelCam Model620 - 4K Capture,headphones,264.27,3.54,41,out_of_stock,BestStore,2024-11-25,PixelCam Model620 - 4K Capture - High quality headphones with features and warranty.,"{""weight_g"": 661, ""color"": ""black""}",0
PID000108,ViewPlus Model574 - Wide Screen,smartphones,431.86,4.56,7,in_stock,GadgetWorld,2024-11-23,ViewPlus Model574 - Wide Screen - High quality smartphones with features and warranty.,"{""weight_g"": 2129, ""color"": ""white""}",0
PID000109,PixelCam Model415 - 4K Capture,headphones,390.5,3.52,10,out_of_stock,ElectroHub,2025-07-12,PixelCam Model415 - 4K Capture - High quality headphones with features and warranty.,"{""weight_g"": 2021, ""color"": ""white""}",0
PID000110,PixelCam Model134 - 4K Capture,headphones,378.41,4.53,18,in_stock,Deals4U,2025-03-04,PixelCam Model134 - 4K Capture - High quality headphones with features and warranty.,"{""weight_g"": 2198, ""color"": ""silver""}",0
PID000111,SmartEdge Model611 - 5G Ready,smartphones,180.03,4.61,3,in_stock,Deals4U,2025-10-24,SmartEdge Model611 - 5G Ready - High quality smartphones with features and warranty.,"{""weight_g"": 1694, ""color"": ""blue""}",0
PID000112,SoundX Model598 - Noise Cancelling,headphones,177.76,4.44,71,in_stock,PrimeSeller,2025-08-15,SoundX Model598 - Noise Cancelling - High quality headphones with features and warranty.,"{""weight_g"": 2068, ""color"": ""blue""}",1
PID000113,SoundX Model740 - Noise Cancelling,smartphones,30.0,3.42,33,in_stock,PrimeSeller,2025-09-05,SoundX Model740 - Noise Cancelling - High quality smartphones with features and warranty.,"{""weight_g"": 2001, ""color"": ""black""}",0
PID000114,ProBook Model372 - Ultra Performance,smartphones,390.53,4.74,5,in_stock,ElectroHub,2025-05-24,ProBook Model372 - Ultra Performance - High quality smartphones with features and warranty.,"{""weight_g"": 1472, ""color"": ""white""}",0
PID000115,ViewPlus Model818 - Wide Screen,laptops,925.55,3.84,4,in_stock,ElectroHub,2025-03-22,ViewPlus Model818 - Wide Screen - High quality laptops with features and warranty.,"{""weight_g"": 2198, ""color"": ""blue""}",0
PID000116,SmartEdge Model259 - 5G Ready,headphones,308.54,3.21,19,in_stock,PrimeSeller,2025-06-19,SmartEdge Model259 - 5G Ready - High quality headphones with features and warranty.,"{""weight_g"": 743, ""color"": ""blue""}",0
PID000117,PixelCam Model653 - 4K Capture,monitors,275.92,3.59,38,out_of_stock,BestStore,2025-08-07,PixelCam Model653 - 4K Capture - High quality monitors with features and warranty.,"{""weight_g"": 616, ""color"": ""blue""}",0
PID000118,ProBook Model986 - Ultra Performance,headphones,288.19,4.14,107,in_stock,Deals4U,2024-12-12,ProBook Model986 - Ultra Performance - High quality headphones with features and warranty.,"{""weight_g"": 323, ""color"": ""white""}",1
PID000119,SmartEdge Model721 - 5G Ready,cameras,319.16,3.06,41,in_stock,BestStore,2024-12-29,SmartEdge Model721 - 5G Ready - High quality cameras with features and warranty.,"{""weight_g"": 1996, ""color"": ""silver""}",0
PID000120,SoundX Model429 - Noise Cancelling,cameras,39.81,3.48,21,in_stock,PrimeSeller,2025-03-09,SoundX Model429 - Noise Cancelling - High quality cameras with features and warranty.,"{""weight_g"": 2375, ""color"": ""silver""}",0
PID000121,ViewPlus Model871 - Wide Screen,monitors,30.0,3.74,44,in_stock,Deals4U,2025-05-18,ViewPlus Model871 - Wide Screen - High quality monitors with features and warranty.,"{""weight_g"": 1863, ""color"": ""black""}",0
